ééå±âÒêî,éûä‘[sec],à⁄ìÆó [mm],â◊èd[N]
1,0.01,0,-2.98023223876953E-03
1,0.23,3.33329988643527E-03,4.17232513427734E-03
1,0.24,6.66659977287054E-03,4.76837158203125E-03
1,0.26,9.99989965930581E-03,5.96046447753906E-03
1,0.27,1.66664994321764E-02,8.94069671630859E-03
1,0.28,1.99997993186116E-02,9.5367431640625E-03
1,0.3,2.33330992050469E-02,6.55651092529297E-03
1,0.31,2.66663990914822E-02,7.74860382080078E-03
1,0.32,2.99996989779174E-02,1.78813934326172E-03
1,0.33,3.33329988643527E-02,3.57627868652344E-03
1,0.34,0.036666298750788,3.57627868652344E-03
1,0.35,3.99995986372232E-02,6.55651092529297E-03
1,0.36,4.33328985236585E-02,5.96046447753906E-03
1,0.37,4.66661984100938E-02,4.17232513427734E-03
1,0.38,4.99994982965291E-02,2.98023223876953E-03
1,0.39,5.33327981829643E-02,1.19209289550781E-03
1,0.4,5.66660980693996E-02,4.76837158203125E-03
1,0.41,5.99993979558349E-02,7.15255737304688E-03
1,0.42,6.33326978422702E-02,6.55651092529297E-03
1,0.43,6.66659977287054E-02,5.96046447753906E-03
1,0.44,6.99992976151407E-02,7.74860382080078E-03
1,0.45,7.33325975015759E-02,7.74860382080078E-03
1,0.46,7.66658973880112E-02,7.15255737304688E-03
1,0.47,7.99991972744465E-02,1.01327896118164E-02
1,0.48,8.33324971608818E-02,9.5367431640625E-03
1,0.49,0.086665797047317,1.07288360595703E-02
1,0.5,8.99990969337523E-02,7.15255737304688E-03
1,0.51,9.33323968201876E-02,7.74860382080078E-03
1,0.52,9.66656967066228E-02,1.01327896118164E-02
1,0.53,9.99989965930581E-02,1.01327896118164E-02
1,0.54,0.103332296479493,6.55651092529297E-03
1,0.55,0.106665596365929,4.76837158203125E-03
1,0.56,0.109998896252364,8.94069671630859E-03
1,0.57,0.113332196138799,8.34465026855469E-03
1,0.58,0.116665496025234,1.13248825073242E-02
1,0.59,0.123332095798105,1.13248825073242E-02
1,0.6,0.12666539568454,1.19209289550781E-02
1,0.61,0.129998695570976,0.012516975402832
1,0.62,0.133331995457411,1.49011611938477E-02
1,0.64,0.136665295343846,0.019073486328125
1,0.65,0.143331895116717,1.96695327758789E-02
1,0.66,0.146665195003152,2.20537185668945E-02
1,0.67,0.149998494889587,2.02655792236328E-02
1,0.68,0.153331794776022,2.38418579101563E-02
1,0.69,0.156665094662458,2.74181365966797E-02
1,0.7,0.159998394548893,2.98023223876953E-02
1,0.71,0.163331694435328,3.33786010742188E-02
1,0.72,0.166664994321764,4.17232513427734E-02
1,0.73,0.169998294208199,4.58955764770508E-02
1,0.74,0.173331594094634,5.12599945068359E-02
1,0.75,0.176664893981069,5.84125518798828E-02
1,0.76,0.179998193867505,6.61611557006836E-02
1,0.77,0.18333149375394,8.04662704467773E-02
1,0.78,0.186664793640375,8.94069671630859E-02
1,0.79,0.18999809352681,0.102519989013672
1,0.8,0.193331393413246,0.11146068572998
1,0.81,0.196664693299681,0.129938125610352
1,0.82,0.199997993186116,0.140666961669922
1,0.83,0.203331293072552,0.153183937072754
1,0.84,0.206664592958987,0.162124633789063
1,0.85,0.209997892845422,0.174641609191895
1,0.86,0.213331192731857,0.190138816833496
1,0.87,0.216664492618293,0.206828117370605
1,0.88,0.219997792504728,0.224113464355469
1,0.89,0.223331092391163,0.23961067199707
1,0.9,0.226664392277598,0.256896018981934
1,0.91,0.229997692164034,0.27775764465332
1,0.92,0.233330992050469,0.293850898742676
1,0.93,0.236664291936904,0.312328338623047
1,0.94,0.239997591823339,0.333189964294434
1,0.95,0.243330891709775,0.351667404174805
1,0.96,0.24666419159621,0.365376472473145
1,0.97,0.249997491482645,0.385642051696777
1,0.98,0.253330791369081,0.398159027099609
1,0.99,0.256664091255516,0.41663646697998
1,1,0.259997391141951,0.432133674621582
1,1.01,0.263330691028386,0.449419021606445
1,1.02,0.266663990914822,0.462532043457031
1,1.03,0.269997290801257,0.476241111755371
1,1.04,0.273330590687692,0.493526458740234
1,1.05,0.276663890574127,0.512003898620605
1,1.06,0.279997190460563,0.528097152709961
1,1.07,0.283330490346998,0.545382499694824
1,1.08,0.286663790233433,0.56147575378418
1,1.09,0.289997090119869,0.58293342590332
1,1.1,0.293330390006304,0.59664249420166
1,1.11,0.296663689892739,0.617504119873047
1,1.12,0.299996989779174,0.637173652648926
1,1.13,0.30333028966561,0.655055046081543
1,1.14,0.306663589552045,0.672340393066406
1,1.15,0.30999688943848,0.688433647155762
1,1.16,0.313330189324915,0.709891319274902
1,1.17,0.316663489211351,0.727176666259766
1,1.18,0.319996789097786,0.751614570617676
